home_team,away_team,home_score,away_score,tournament,city,country,neutral,Winner,Won_by_goals,Year,Month,Total_goals,matches,Tie,H/A/T
Ethiopia,Zimbabwe,1,2,CECAFA Cup,Blantyre,Malawi,True,Zimbabwe,1,1988,November,3,1,0,A
Honduras,Trinidad and Tobago,1,1,FIFA World Cup qualification,Tegucigalpa,Honduras,False,Tie,0,1988,November,2,1,1,T
Uganda,Zambia,0,3,CECAFA Cup,Blantyre,Malawi,True,Zambia,3,1988,November,3,1,0,A
Fiji,New Zealand,1,1,Friendly,Suva,Fiji,False,Tie,0,1988,November,2,1,1,T
Saudi Arabia,Egypt,0,0,Friendly,Riyadh,Saudi Arabia,False,Tie,0,1988,November,0,1,1,T
Greece,Hungary,3,0,Friendly,Piraeus,Greece,False,Greece,3,1988,November,3,1,0,H
Czechoslovakia,Belgium,0,0,FIFA World Cup qualification,Bratislava,Czechoslovakia,False,Tie,0,1988,November,0,1,1,T
Italy,Netherlands,1,0,Friendly,Rome,Italy,False,Italy,1,1988,November,1,1,0,H
Kuwait,Egypt,2,2,Friendly,Kuwait City,Kuwait,False,Tie,0,1988,November,4,1,1,T
Portugal,Luxembourg,1,0,FIFA World Cup qualification,Porto,Portugal,False,Portugal,1,1988,November,1,1,0,H
Saudi Arabia,England,1,1,Friendly,Riyadh,Saudi Arabia,False,Tie,0,1988,November,2,1,1,T
Spain,Republic of Ireland,2,0,FIFA World Cup qualification,Seville,Spain,False,Spain,2,1988,November,2,1,0,H
Cape Verde,Senegal,0,1,Friendly,Praia,Cape Verde,False,Senegal,1,1988,November,1,1,0,A
Fiji,New Zealand,2,0,Friendly,Lautoka,Fiji,False,Fiji,2,1988,November,2,1,0,H
Kenya,Zambia,0,1,CECAFA Cup,Blantyre,Malawi,True,Zambia,1,1988,November,1,1,0,A
United Arab Emirates,Jordan,2,1,Friendly,Sharjah,United Arab Emirates,False,United Arab Emirates,1,1988,November,3,1,0,H
Angola,Senegal,1,2,Friendly,Praia,Cape Verde,True,Senegal,1,1988,November,3,1,0,A
Cape Verde,Angola,2,3,Friendly,Praia,Cape Verde,False,Angola,1,1988,November,5,1,0,A
Fiji,New Zealand,1,0,Friendly,Ba,Fiji,False,Fiji,1,1988,November,1,1,0,H
Kenya,Zimbabwe,0,0,CECAFA Cup,Blantyre,Malawi,True,Tie,0,1988,November,0,1,1,T
Malawi,Zambia,3,1,CECAFA Cup,Blantyre,Malawi,False,Malawi,2,1988,November,4,1,0,H
Yugoslavia,France,3,2,FIFA World Cup qualification,Belgrade,Yugoslavia,False,Yugoslavia,1,1988,November,5,1,0,H
United Arab Emirates,Jordan,3,2,Friendly,Dubai,United Arab Emirates,False,United Arab Emirates,1,1988,November,5,1,0,H
Syria,Russia,0,2,Friendly,Damascus,Syria,False,Russia,2,1988,November,2,1,0,A
Kuwait,Russia,0,1,Friendly,Kuwait City,Kuwait,False,Russia,1,1988,November,1,1,0,A
Malta,Cyprus,1,1,Friendly,Attard,Malta,False,Tie,0,1988,November,2,1,1,T
Peru,Chile,1,1,Copa del Pacífico,Lima,Peru,False,Tie,0,1988,November,2,1,1,T
Romania,Israel,3,0,Friendly,Sibiu,Romania,False,Romania,3,1988,November,3,1,0,H
United Arab Emirates,Algeria,1,1,Friendly,Dubai,United Arab Emirates,False,Tie,0,1988,November,2,1,1,T
Guinea,Sierra Leone,1,0,Friendly,Monrovia,Liberia,True,Guinea,1,1988,November,1,1,0,H
Fiji,Australia,1,0,FIFA World Cup qualification,Nadi,Fiji,False,Fiji,1,1988,November,1,1,0,H
Liberia,Sierra Leone,0,0,Friendly,Monrovia,Liberia,False,Tie,0,1988,November,0,1,1,T
Kuwait,Russia,0,2,Friendly,Kuwait City,Kuwait,False,Russia,2,1988,November,2,1,0,A
Liberia,Guinea,0,1,Friendly,Monrovia,Liberia,False,Guinea,1,1988,November,1,1,0,A
Saudi Arabia,Tunisia,1,0,Friendly,Khobar,Saudi Arabia,False,Saudi Arabia,1,1988,November,1,1,0,H
Cameroon,Gabon,0,0,UDEAC Cup,Douala,Cameroon,False,Tie,0,1988,November,0,1,1,T
Congo,Chad,2,1,UDEAC Cup,Douala,Cameroon,True,Congo,1,1988,November,3,1,0,H
Turkey,German DR,3,1,FIFA World Cup qualification,Istanbul,Turkey,False,Turkey,2,1988,November,4,1,0,H
Cameroon,Equatorial Guinea,2,1,UDEAC Cup,Douala,Cameroon,False,Cameroon,1,1988,December,3,1,0,H
Central African Republic,Chad,2,1,UDEAC Cup,Douala,Cameroon,True,Central African Republic,1,1988,December,3,1,0,H
Qatar,Iran,0,2,AFC Asian Cup,Doha,Qatar,False,Iran,2,1988,December,2,1,0,A
Syria,Saudi Arabia,0,2,AFC Asian Cup,Doha,Qatar,True,Saudi Arabia,2,1988,December,2,1,0,A
Australia,Fiji,5,1,FIFA World Cup qualification,Speers Point,Australia,False,Australia,4,1988,December,6,1,0,H
Kuwait,Bahrain,0,0,AFC Asian Cup,Doha,Qatar,True,Tie,0,1988,December,0,1,1,T
United Arab Emirates,South Korea,0,1,AFC Asian Cup,Doha,Qatar,True,South Korea,1,1988,December,1,1,0,A
Central African Republic,Congo,0,1,UDEAC Cup,Douala,Cameroon,True,Congo,1,1988,December,1,1,0,A
China PR,Syria,3,0,AFC Asian Cup,Doha,Qatar,True,China PR,3,1988,December,3,1,0,H
Equatorial Guinea,Gabon,0,3,UDEAC Cup,Douala,Cameroon,True,Gabon,3,1988,December,3,1,0,A
Japan,Iran,0,0,AFC Asian Cup,Doha,Qatar,True,Tie,0,1988,December,0,1,1,T
Qatar,United Arab Emirates,2,1,AFC Asian Cup,Doha,Qatar,False,Qatar,1,1988,December,3,1,0,H
Saudi Arabia,Kuwait,0,0,AFC Asian Cup,Doha,Qatar,True,Tie,0,1988,December,0,1,1,T
Bahrain,China PR,0,1,AFC Asian Cup,Doha,Qatar,True,China PR,1,1988,December,1,1,0,A
Cameroon,Congo,2,0,UDEAC Cup,Douala,Cameroon,False,Cameroon,2,1988,December,2,1,0,H
Central African Republic,Gabon,0,0,UDEAC Cup,Douala,Cameroon,True,Tie,0,1988,December,0,1,1,T
South Korea,Japan,2,0,AFC Asian Cup,Doha,Qatar,True,South Korea,2,1988,December,2,1,0,H
Morocco,Egypt,0,0,Friendly,Casablanca,Morocco,False,Tie,0,1988,December,0,1,1,T
Cameroon,Gabon,0,1,UDEAC Cup,Douala,Cameroon,False,Gabon,1,1988,December,1,1,0,A
Central African Republic,Congo,0,3,UDEAC Cup,Douala,Cameroon,True,Congo,3,1988,December,3,1,0,A
Iran,United Arab Emirates,1,0,AFC Asian Cup,Doha,Qatar,True,Iran,1,1988,December,1,1,0,H
Malaysia,Indonesia,0,0,Merdeka Tournament,Kuala Lumpur,Malaysia,False,Tie,0,1988,December,0,1,1,T
Syria,Kuwait,1,0,AFC Asian Cup,Doha,Qatar,True,Syria,1,1988,December,1,1,0,H
Oman,Singapore,1,3,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Singapore,2,1988,December,4,1,0,A
Qatar,South Korea,2,3,AFC Asian Cup,Doha,Qatar,False,South Korea,1,1988,December,5,1,0,A
Saudi Arabia,Bahrain,1,1,AFC Asian Cup,Doha,Qatar,True,Tie,0,1988,December,2,1,1,T
Ivory Coast,Tunisia,1,0,Friendly,Abidjan,Ivory Coast,False,Ivory Coast,1,1988,December,1,1,0,H
Kuwait,China PR,2,2,AFC Asian Cup,Doha,Qatar,True,Tie,0,1988,December,4,1,1,T
Malaysia,Thailand,0,0,Merdeka Tournament,Kuala Lumpur,Malaysia,False,Tie,0,1988,December,0,1,1,T
United Arab Emirates,Japan,1,0,AFC Asian Cup,Doha,Qatar,True,United Arab Emirates,1,1988,December,1,1,0,H
Bahrain,Syria,0,1,AFC Asian Cup,Doha,Qatar,True,Syria,1,1988,December,1,1,0,A
South Korea,Iran,3,0,AFC Asian Cup,Doha,Qatar,True,South Korea,3,1988,December,3,1,0,H
Malta,Hungary,2,2,FIFA World Cup qualification,Attard,Malta,False,Tie,0,1988,December,4,1,1,T
Yugoslavia,Cyprus,4,0,FIFA World Cup qualification,Belgrade,Yugoslavia,False,Yugoslavia,4,1988,December,4,1,0,H
China PR,Saudi Arabia,0,1,AFC Asian Cup,Doha,Qatar,True,Saudi Arabia,1,1988,December,1,1,0,A
Indonesia,Thailand,0,0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,Tie,0,1988,December,0,1,1,T
Qatar,Japan,3,0,AFC Asian Cup,Doha,Qatar,False,Qatar,3,1988,December,3,1,0,H
Egypt,Switzerland,1,3,Friendly,Cairo,Egypt,False,Switzerland,2,1988,December,4,1,0,A
South Korea,China PR,2,1,AFC Asian Cup,Doha,Qatar,True,South Korea,1,1988,December,3,1,0,H
Uruguay,Peru,3,0,Friendly,Montevideo,Uruguay,False,Uruguay,3,1988,December,3,1,0,H
Morocco,Gabon,5,2,Friendly,Rabat,Morocco,False,Morocco,3,1988,December,7,1,0,H
New Zealand,Chinese Taipei,4,1,FIFA World Cup qualification,Auckland,New Zealand,False,New Zealand,3,1988,December,5,1,0,H
China PR,Iran,0,0,AFC Asian Cup,Doha,Qatar,True,Tie,0,1988,December,0,1,1,T
Ivory Coast,Tunisia,1,1,Friendly,Abidjan,Ivory Coast,False,Tie,0,1988,December,2,1,1,T
South Korea,Saudi Arabia,0,0,AFC Asian Cup,Doha,Qatar,True,Tie,0,1988,December,0,1,1,T
Liberia,Tunisia,1,1,Friendly,Paynesville,Liberia,False,Tie,0,1988,December,2,1,1,T
Zambia,Egypt,1,2,Friendly,Kitwe,Zambia,False,Egypt,1,1988,December,3,1,0,A
Spain,Northern Ireland,4,0,FIFA World Cup qualification,Seville,Spain,False,Spain,4,1988,December,4,1,0,H
Italy,Scotland,2,0,Friendly,Perugia,Italy,False,Italy,2,1988,December,2,1,0,H
Morocco,Guinea,1,0,Friendly,Rabat,Morocco,False,Morocco,1,1988,December,1,1,0,H
DR Congo,Angola,0,0,Friendly,Kinshasa,Zaïre,False,Tie,0,1988,December,0,1,1,T
Israel,Netherlands,0,2,Friendly,Ramat-Gan,Israel,False,Netherlands,2,1989,January,2,1,0,A
Algeria,Zimbabwe,3,0,FIFA World Cup qualification,Annaba,Algeria,False,Algeria,3,1989,January,3,1,0,H
Egypt,Liberia,2,0,FIFA World Cup qualification,Cairo,Egypt,False,Egypt,2,1989,January,2,1,0,H
Oman,Iraq,1,1,FIFA World Cup qualification,Muscat,Oman,False,Tie,0,1989,January,2,1,1,T
Pakistan,Kuwait,0,1,FIFA World Cup qualification,Islamabad,Pakistan,False,Kuwait,1,1989,January,1,1,0,A
Qatar,Jordan,1,0,FIFA World Cup qualification,Doha,Qatar,False,Qatar,1,1989,January,1,1,0,H
Kenya,Malawi,1,1,FIFA World Cup qualification,Nairobi,Kenya,False,Tie,0,1989,January,2,1,1,T
Nigeria,Gabon,1,0,FIFA World Cup qualification,Enugu,Nigeria,False,Nigeria,1,1989,January,1,1,0,H
Cameroon,Angola,1,1,FIFA World Cup qualification,Yaoundé,Cameroon,False,Tie,0,1989,January,2,1,1,T
DR Congo,Tunisia,3,1,FIFA World Cup qualification,Kinshasa,Zaïre,False,DR Congo,2,1989,January,4,1,0,H
Ivory Coast,Libya,1,0,FIFA World Cup qualification,Abidjan,Ivory Coast,False,Ivory Coast,1,1989,January,1,1,0,H
